AssociationId,Region,Market,Store,Date,Sales,Store_Size,Num_Employees,Num_Customers,Returns_Pct,Pct_On_Sale,Pct_Promotional,Marketing,TouristEvent,Econ_ChangeGDP,EconJobsChange,AnnualizedCPI
Columbus - 2014-04-04,Central,Commercial,Columbus,2014-04-04,22888.0,16200,18.0,72.0,0.37,11.65,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID6.6767,No,,,
Columbus - 2014-04-05,Central,Commercial,Columbus,2014-04-05,28795.0,16200,11.0,122.0,0.58,11.5,0.1123893419999999,In Store Credit Card Signup Discount; Spring Product Email ID0.1428,No,,-2750.0,
Columbus - 2014-04-06,Central,Commercial,Columbus,2014-04-06,25136.0,16200,10.0,98.0,0.12,9.73,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID11.2411,No,,,
Columbus - 2014-04-07,Central,Commercial,Columbus,2014-04-07,17170.0,16200,7.0,51.0,0.04,9.68,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID3.4222,No,,,
Columbus - 2014-04-08,Central,Commercial,Columbus,2014-04-08,23913.0,16200,8.0,56.0,0.28,9.24,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID15.0061,No,,,
Columbus - 2014-04-09,Central,Commercial,Columbus,2014-04-09,24851.0,16200,9.0,56.0,0.3,10.12,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID6.504,No,,,
Columbus - 2014-04-10,Central,Commercial,Columbus,2014-04-10,23059.0,16200,14.0,58.0,0.33,11.05,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID2.4608,No,,,
Columbus - 2014-04-11,Central,Commercial,Columbus,2014-04-11,27850.0,16200,15.0,84.0,0.2,7.9,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID8.6632,No,,,
Columbus - 2014-04-12,Central,Commercial,Columbus,2014-04-12,27704.0,16200,13.0,129.0,0.65,7.78,0.103872288,In Store Credit Card Signup Discount; Spring Product Email ID14.0388,No,,-4000.0,
Columbus - 2014-04-13,Central,Commercial,Columbus,2014-04-13,25350.0,16200,14.0,92.0,0.77,10.2,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID33.6328,No,,,
Columbus - 2014-04-14,Central,Commercial,Columbus,2014-04-14,24232.0,16200,7.0,61.0,0.76,7.1,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID2.5352,No,,,
Columbus - 2014-04-15,Central,Commercial,Columbus,2014-04-15,26138.0,16200,6.0,73.0,0.31,7.68,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID56.2473,No,,,
Columbus - 2014-04-16,Central,Commercial,Columbus,2014-04-16,23066.0,16200,8.0,68.0,0.19,9.94,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID57.8815,No,,,
Columbus - 2014-04-17,Central,Commercial,Columbus,2014-04-17,23289.0,16200,10.0,84.0,0.81,7.99,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID26.6804,No,,,
Columbus - 2014-04-18,Central,Commercial,Columbus,2014-04-18,38732.0,16200,15.0,128.0,0.9,14.09,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID22.6901,No,,,
Columbus - 2014-04-19,Central,Commercial,Columbus,2014-04-19,28135.0,16200,18.0,150.0,1.19,17.06,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID32.9019,No,,2750.0,
Columbus - 2014-04-20,Central,Commercial,Columbus,2014-04-20,19863.0,16200,6.0,0.0,0.18,,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID24.917,No,,,
Columbus - 2014-04-21,Central,Commercial,Columbus,2014-04-21,24437.0,16200,8.0,65.0,0.78,16.67,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID83.8914,No,,,
Columbus - 2014-04-22,Central,Commercial,Columbus,2014-04-22,23110.0,16200,8.0,65.0,0.32,8.64,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID66.3099,No,,,
Columbus - 2014-04-23,Central,Commercial,Columbus,2014-04-23,23342.0,16200,8.0,61.0,0.59,9.23,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID4.926,No,,,
Columbus - 2014-04-24,Central,Commercial,Columbus,2014-04-24,23616.0,16200,17.0,81.0,0.33,10.59,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID67.0264,No,,,
Columbus - 2014-04-25,Central,Commercial,Columbus,2014-04-25,21252.0,16200,14.0,87.0,0.53,7.42,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID18.6676,No,,,
Columbus - 2014-04-26,Central,Commercial,Columbus,2014-04-26,30623.0,16200,13.0,135.0,0.98,8.47,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID56.7051,No,,2750.0,
Columbus - 2014-04-27,Central,Commercial,Columbus,2014-04-27,25924.0,16200,14.0,87.0,0.45,8.79,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID69.7799,No,,,
Columbus - 2014-04-28,Central,Commercial,Columbus,2014-04-28,23416.0,16200,8.0,54.0,0.46,7.28,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID11.8425,No,,,
Columbus - 2014-04-29,Central,Commercial,Columbus,2014-04-29,24860.0,16200,8.0,42.0,0.51,8.55,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID73.3275,No,,,
Columbus - 2014-04-30,Central,Commercial,Columbus,2014-04-30,21791.0,16200,8.0,58.0,0.17,7.2,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID31.1792,No,,,
Columbus - 2014-05-01,Central,Commercial,Columbus,2014-05-01,20237.0,16200,11.0,58.0,0.27,9.12,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID1.6617,No,,,0.018473973
Columbus - 2014-05-02,Central,Commercial,Columbus,2014-05-02,25429.0,16200,11.0,81.0,0.27,8.69,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID4.8011,No,,,
Columbus - 2014-05-03,Central,Commercial,Columbus,2014-05-03,21496.0,16200,13.0,117.0,0.43,9.15,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID13.8798,No,,4500.0,
Columbus - 2014-05-04,Central,Commercial,Columbus,2014-05-04,22847.0,16200,11.0,84.0,0.49,11.06,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID9.7405,No,,,
Columbus - 2014-05-05,Central,Commercial,Columbus,2014-05-05,16460.0,16200,7.0,45.0,0.63,9.58,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID0.6217,No,,,
Columbus - 2014-05-06,Central,Commercial,Columbus,2014-05-06,23007.0,16200,7.0,44.0,0.28,11.02,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID24.2874,No,,,
Columbus - 2014-05-07,Central,Commercial,Columbus,2014-05-07,22646.0,16200,6.0,47.0,0.15,10.46,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID5.594,No,,,
Columbus - 2014-05-08,Central,Commercial,Columbus,2014-05-08,23191.0,16200,12.0,59.0,1.26,7.24,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID13.0159,No,,,
Columbus - 2014-05-09,Central,Commercial,Columbus,2014-05-09,28231.0,16200,14.0,79.0,1.07,14.31,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID21.9158,No,,,
Columbus - 2014-05-10,Central,Commercial,Columbus,2014-05-10,25700.0,16200,11.0,121.0,0.55,13.41,0.050567509,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID45.1566,No,,500.0,
Columbus - 2014-05-11,Central,Commercial,Columbus,2014-05-11,28268.0,16200,11.0,100.0,0.45,11.92,0.050355131,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID26.6507,No,,,
Columbus - 2014-05-12,Central,Commercial,Columbus,2014-05-12,22777.0,16200,10.0,51.0,0.36,11.24,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID8.0071,No,,,
Columbus - 2014-05-13,Central,Commercial,Columbus,2014-05-13,23228.0,16200,8.0,53.0,0.2,8.48,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID39.1421,No,,,
Columbus - 2014-05-14,Central,Commercial,Columbus,2014-05-14,24393.0,16200,10.0,54.0,0.13,12.7,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID68.1567,No,,,
Columbus - 2014-05-15,Central,Commercial,Columbus,2014-05-15,23942.0,16200,11.0,70.0,0.79,10.49,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID51.7327,No,,,
Columbus - 2014-05-16,Central,Commercial,Columbus,2014-05-16,31575.0,16200,12.0,83.0,0.83,10.85,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID14.2191,No,,,
Columbus - 2014-05-17,Central,Commercial,Columbus,2014-05-17,25309.0,16200,13.0,117.0,0.76,10.68,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID33.468,No,,-250.0,
Columbus - 2014-05-18,Central,Commercial,Columbus,2014-05-18,26421.0,16200,13.0,93.0,0.82,10.09,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID89.1782,No,,,
Columbus - 2014-05-19,Central,Commercial,Columbus,2014-05-19,25428.0,16200,8.0,61.0,0.09,10.34,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID5.6386,No,,,
Columbus - 2014-05-20,Central,Commercial,Columbus,2014-05-20,20443.0,16200,8.0,61.0,0.6,7.92,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID69.0117,No,,,
Columbus - 2014-05-21,Central,Commercial,Columbus,2014-05-21,21575.0,16200,10.0,68.0,0.86,9.25,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID46.0198,No,,,
Columbus - 2014-05-22,Central,Commercial,Columbus,2014-05-22,20950.0,16200,14.0,70.0,0.49,9.29,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID102.6724,No,,,
Columbus - 2014-05-23,Central,Commercial,Columbus,2014-05-23,21574.0,16200,10.0,91.0,0.91,8.33,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID26.4268,No,,,
Columbus - 2014-05-24,Central,Commercial,Columbus,2014-05-24,53048.0,16200,32.0,493.0,0.49,9.77,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID44.9422,Yes,,-9000.0,
Columbus - 2014-05-25,Central,Commercial,Columbus,2014-05-25,51396.0,16200,31.0,402.0,0.6,10.11,0.053888407,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID117.3612,Yes,,,
Columbus - 2014-05-26,Central,Commercial,Columbus,2014-05-26,42674.0,16200,31.0,379.0,0.46,12.3,0.053888407,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID113.6161,Yes,,,
Columbus - 2014-05-27,Central,Commercial,Columbus,2014-05-27,19817.0,16200,13.0,49.0,0.16,12.04,0.053888407,In Store Credit Card Signup Discount; ID80.5689,No,,,
Columbus - 2014-05-28,Central,Commercial,Columbus,2014-05-28,21894.0,16200,8.0,65.0,0.7,11.25,0.053888407,In Store Credit Card Signup Discount; ID120.3863,No,,,
Columbus - 2014-05-29,Central,Commercial,Columbus,2014-05-29,20306.0,16200,9.0,54.0,0.96,11.73,0.053888407,In Store Credit Card Signup Discount; ID141.3467,No,,,
Columbus - 2014-05-30,Central,Commercial,Columbus,2014-05-30,21340.0,16200,14.0,68.0,1.21,13.8,0.053888407,In Store Credit Card Signup Discount; ID105.5479,No,,,
Columbus - 2014-05-31,Central,Commercial,Columbus,2014-05-31,23473.0,16200,11.0,111.0,0.87,8.69,0.053888407,In Store Credit Card Signup Discount; ID88.9216,No,,-3000.0,
Columbus - 2014-06-01,Central,Commercial,Columbus,2014-06-01,23656.0,16200,11.0,83.0,0.65,11.7,0.059517753,Promo In Store Credit Card Signup Discount; ID2.0173,No,,,0.010027552
Columbus - 2014-06-02,Central,Commercial,Columbus,2014-06-02,21171.0,16200,10.0,53.0,0.46,8.24,0.059517753,Promo In Store Credit Card Signup Discount; ID7.4773,No,,,
Columbus - 2014-06-03,Central,Commercial,Columbus,2014-06-03,25600.0,16200,7.0,63.0,0.59,9.72,0.059517753,Promo In Store Credit Card Signup Discount; ID10.0684,No,,,
Columbus - 2014-06-04,Central,Commercial,Columbus,2014-06-04,18769.0,16200,9.0,62.0,0.19,11.78,0.059517753,Promo In Store Credit Card Signup Discount; ID12.8373,No,,,
Columbus - 2014-06-05,Central,Commercial,Columbus,2014-06-05,21525.0,16200,14.0,60.0,0.55,10.61,0.059517753,Promo In Store Credit Card Signup Discount; ID6.701,No,,,
Columbus - 2014-06-06,Central,Commercial,Columbus,2014-06-06,23505.0,16200,17.0,67.0,0.35,12.35,0.059517753,Promo In Store Credit Card Signup Discount; ID11.7285,No,,,
Columbus - 2014-06-07,Central,Commercial,Columbus,2014-06-07,27255.0,16200,16.0,102.0,0.87,12.46,0.059517753,Promo In Store Credit Card Signup Discount; ID27.5129,No,,2750.0,
Columbus - 2014-06-08,Central,Commercial,Columbus,2014-06-08,22326.0,16200,13.0,84.0,1.15,9.98,0.064924813,Promo In Store Credit Card Signup Discount; ID31.2453,No,,,
Columbus - 2014-06-09,Central,Commercial,Columbus,2014-06-09,19128.0,16200,6.0,53.0,0.72,13.09,0.064924813,Promo In Store Credit Card Signup Discount; ID21.9931,No,,,
Columbus - 2014-06-10,Central,Commercial,Columbus,2014-06-10,22704.0,16200,8.0,56.0,0.65,12.85,0.064924813,Promo In Store Credit Card Signup Discount; ID41.4379,No,,,
Columbus - 2014-06-11,Central,Commercial,Columbus,2014-06-11,23588.0,16200,9.0,62.0,0.3,11.38,0.064924813,Promo In Store Credit Card Signup Discount; ID45.8971,No,,,
Columbus - 2014-06-12,Central,Commercial,Columbus,2014-06-12,25552.0,16200,11.0,56.0,0.16,11.53,0.064924813,Promo In Store Credit Card Signup Discount; ID27.8537,No,,,
Columbus - 2014-06-13,Central,Commercial,Columbus,2014-06-13,22583.0,16200,11.0,78.0,0.59,13.42,0.064924813,Promo In Store Credit Card Signup Discount; ID67.0755,No,,,
Columbus - 2014-06-14,Central,Commercial,Columbus,2014-06-14,27557.0,16200,12.0,109.0,0.85,11.99,0.064924813,Promo In Store Credit Card Signup Discount; ID69.4288,No,,-2250.0,
Columbus - 2014-06-15,Central,Commercial,Columbus,2014-06-15,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID2.0173,No,,,
Columbus - 2014-06-16,Central,Commercial,Columbus,2014-06-16,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID7.4773,No,,,
Columbus - 2014-06-17,Central,Commercial,Columbus,2014-06-17,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID10.0684,No,,,
Columbus - 2014-06-18,Central,Commercial,Columbus,2014-06-18,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID12.8373,No,,,
Columbus - 2014-06-19,Central,Commercial,Columbus,2014-06-19,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID6.701,No,,,
Columbus - 2014-06-20,Central,Commercial,Columbus,2014-06-20,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID11.7285,No,,,
Columbus - 2014-06-21,Central,Commercial,Columbus,2014-06-21,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID27.5129,No,,,
Columbus - 2014-06-22,Central,Commercial,Columbus,2014-06-22,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID2.1129,No,,,
Columbus - 2014-06-23,Central,Commercial,Columbus,2014-06-23,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID3.1323,No,,,
Columbus - 2014-06-24,Central,Commercial,Columbus,2014-06-24,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID23.2119,No,,,
Columbus - 2014-06-25,Central,Commercial,Columbus,2014-06-25,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID73.9221,No,,,
Columbus - 2014-06-26,Central,Commercial,Columbus,2014-06-26,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID31.3512,No,,,
Columbus - 2014-06-27,Central,Commercial,Columbus,2014-06-27,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID6.3111,No,,,
Columbus - 2014-06-28,Central,Commercial,Columbus,2014-06-28,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID4.2229,No,,,
Columbus - 2014-06-29,Central,Commercial,Columbus,2014-06-29,,16200,,,,,,Promo In Store Credit Card Signup Discount; ID2.5449,No,,,
Richmond - 2014-01-01,East,Corporate,Richmond,2014-01-01,24426.0,13400,6.0,74.0,0.94,20.72,0.046642039,In Store Credit Card Signup Discount; ID0.5701,No,-1.2,,0.034374102
Richmond - 2014-01-02,East,Corporate,Richmond,2014-01-02,27345.0,13400,11.0,82.0,1.88,18.46,0.046642039,In Store Credit Card Signup Discount; ID0.6346,No,,,
Richmond - 2014-01-03,East,Corporate,Richmond,2014-01-03,29828.0,13400,9.0,84.0,2.21,13.54,0.046642039,In Store Credit Card Signup Discount; ID0.1635,No,,,
Richmond - 2014-01-04,East,Corporate,Richmond,2014-01-04,30434.0,13400,10.0,103.0,2.54,21.63,0.046642039,In Store Credit Card Signup Discount; ID0.0646,No,,-6250.0,
Richmond - 2014-01-05,East,Corporate,Richmond,2014-01-05,25003.0,13400,9.0,64.0,1.86,19.34,0.0637240759999999,In Store Credit Card Signup Discount; ID3.2839,No,,,
Richmond - 2014-01-06,East,Corporate,Richmond,2014-01-06,23490.0,13400,5.0,45.0,1.59,22.58,0.0637240759999999,In Store Credit Card Signup Discount; ID5.5425,No,,,
Richmond - 2014-01-07,East,Corporate,Richmond,2014-01-07,23457.0,13400,6.0,44.0,0.75,19.7,0.0637240759999999,In Store Credit Card Signup Discount; ID0.9156,No,,,
Richmond - 2014-01-08,East,Corporate,Richmond,2014-01-08,25222.0,13400,8.0,45.0,1.41,20.01,0.0637240759999999,In Store Credit Card Signup Discount; MLK Event Promotion ID4.1629,No,,,
Richmond - 2014-01-09,East,Corporate,Richmond,2014-01-09,23404.0,13400,8.0,48.0,2.38,17.97,0.0637240759999999,In Store Credit Card Signup Discount; MLK Event Promotion ID4.2726,No,,,
Richmond - 2014-01-10,East,Corporate,Richmond,2014-01-10,25015.0,13400,10.0,59.0,1.99,16.75,0.0637240759999999,In Store Credit Card Signup Discount; MLK Event Promotion ID5.7261,No,,,
Richmond - 2014-01-11,East,Corporate,Richmond,2014-01-11,20923.0,13400,14.0,86.0,2.0,16.99,0.0637240759999999,In Store Credit Card Signup Discount; MLK Event Promotion ID7.0015,No,,-14000.0,
Richmond - 2014-01-12,East,Corporate,Richmond,2014-01-12,21525.0,13400,10.0,69.0,1.99,19.85,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID9.5621,No,,,
Richmond - 2014-01-13,East,Corporate,Richmond,2014-01-13,23103.0,13400,4.0,40.0,1.14,14.53,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID4.6825,No,,,
Richmond - 2014-01-14,East,Corporate,Richmond,2014-01-14,18962.0,13400,5.0,44.0,0.89,18.39,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID3.4132,No,,,
Richmond - 2014-01-15,East,Corporate,Richmond,2014-01-15,21511.0,13400,7.0,44.0,1.1,16.23,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID3.6815,No,,,
Richmond - 2014-01-16,East,Corporate,Richmond,2014-01-16,19983.0,13400,10.0,44.0,1.99,18.59,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID5.3307,No,,,
Richmond - 2014-01-17,East,Corporate,Richmond,2014-01-17,23572.0,13400,8.0,49.0,1.55,17.0,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID8.823,No,,,
Richmond - 2014-01-18,East,Corporate,Richmond,2014-01-18,44734.0,13400,14.0,330.0,1.83,18.2,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID12.7203,Yes,,-3000.0,
Richmond - 2014-01-19,East,Corporate,Richmond,2014-01-19,27621.0,13400,21.0,221.0,1.67,18.35,0.070418459,In Store Credit Card Signup Discount; MLK Event Promotion ID5.6496,Yes,,,
Richmond - 2014-01-20,East,Corporate,Richmond,2014-01-20,33357.0,13400,15.0,198.0,0.9,19.76,0.070418459,In Store Credit Card Signup Discount; MLK Event Promotion ID1.9275,Yes,,,
Richmond - 2014-01-21,East,Corporate,Richmond,2014-01-21,19149.0,13400,6.0,36.0,1.15,13.75,0.070418459,In Store Credit Card Signup Discount; ID1.471,No,,,
Richmond - 2014-01-22,East,Corporate,Richmond,2014-01-22,18162.0,13400,5.0,41.0,1.31,16.3,0.070418459,In Store Credit Card Signup Discount; ID3.4967,No,,,
Richmond - 2014-01-23,East,Corporate,Richmond,2014-01-23,18322.0,13400,9.0,37.0,1.6,13.4,0.070418459,In Store Credit Card Signup Discount; ID11.7278,No,,,
Richmond - 2014-01-24,East,Corporate,Richmond,2014-01-24,17856.0,13400,8.0,59.0,1.68,15.18,0.070418459,Feb. In Store Credit Card Signup Discount; ID9.872,No,,,
Richmond - 2014-01-25,East,Corporate,Richmond,2014-01-25,22286.0,13400,11.0,79.0,1.16,14.65,0.070418459,Feb. In Store Credit Card Signup Discount; ID6.656,No,,2250.0,
Richmond - 2014-01-26,East,Corporate,Richmond,2014-01-26,17725.0,13400,10.0,72.0,1.19,12.84,0.074267155,Feb. In Store Credit Card Signup Discount; ID6.3826,No,,,
Richmond - 2014-01-27,East,Corporate,Richmond,2014-01-27,15893.0,13400,6.0,36.0,0.84,17.95,0.074267155,Feb. In Store Credit Card Signup Discount; ID11.7647,No,,,
Richmond - 2014-01-28,East,Corporate,Richmond,2014-01-28,17835.0,13400,7.0,40.0,0.71,10.89,0.074267155,Feb. In Store Credit Card Signup Discount; ID21.515,No,,,
Richmond - 2014-01-29,East,Corporate,Richmond,2014-01-29,14361.0,13400,4.0,40.0,1.05,15.7,0.074267155,Feb. In Store Credit Card Signup Discount; ID23.1503,No,,,
Richmond - 2014-01-30,East,Corporate,Richmond,2014-01-30,13556.0,13400,11.0,38.0,1.05,13.33,0.074267155,Feb. In Store Credit Card Signup Discount; ID29.5543,No,,,
Richmond - 2014-01-31,East,Corporate,Richmond,2014-01-31,13370.0,13400,10.0,44.0,1.57,7.59,0.074267155,Feb. In Store Credit Card Signup Discount; ID8.0866,No,,,
Richmond - 2014-02-01,East,Corporate,Richmond,2014-02-01,18657.0,13400,9.0,78.0,1.78,10.37,0.074267155,Feb. In Store Credit Card Signup Discount; ID1.6846,No,,1250.0,0.0147298669999999
Richmond - 2014-02-02,East,Corporate,Richmond,2014-02-02,13645.0,13400,7.0,44.0,0.98,10.92,0.077324547,In Store Credit Card Signup Discount; ID3.623,No,,,
Richmond - 2014-02-03,East,Corporate,Richmond,2014-02-03,14549.0,13400,6.0,36.0,0.99,6.09,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.21,No,,,
Richmond - 2014-02-04,East,Corporate,Richmond,2014-02-04,13891.0,13400,5.0,25.0,0.96,10.38,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.353,No,,,
Richmond - 2014-02-05,East,Corporate,Richmond,2014-02-05,13455.0,13400,5.0,28.0,0.91,8.72,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID5.2371,No,,,
Richmond - 2014-02-06,East,Corporate,Richmond,2014-02-06,12865.0,13400,8.0,31.0,0.55,11.6,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID0.2288,No,,,
Richmond - 2014-02-07,East,Corporate,Richmond,2014-02-07,15574.0,13400,9.0,50.0,1.15,12.34,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID12.9121,No,,,
Richmond - 2014-02-08,East,Corporate,Richmond,2014-02-08,18417.0,13400,16.0,94.0,1.09,12.14,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID0.3296,No,,4000.0,
Richmond - 2014-02-09,East,Corporate,Richmond,2014-02-09,20097.0,13400,11.0,67.0,1.23,9.46,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.4294,No,,,
Richmond - 2014-02-10,East,Corporate,Richmond,2014-02-10,12838.0,13400,10.0,34.0,0.43,6.39,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID8.6219,No,,,
Richmond - 2014-02-11,East,Corporate,Richmond,2014-02-11,16631.0,13400,6.0,44.0,0.82,11.64,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID18.1058,No,,,
Richmond - 2014-02-12,East,Corporate,Richmond,2014-02-12,13647.0,13400,6.0,46.0,0.54,12.29,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID7.2207,No,,,
Richmond - 2014-02-13,East,Corporate,Richmond,2014-02-13,17997.0,13400,9.0,61.0,0.64,8.44,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.0639,No,,,
Richmond - 2014-02-14,East,Corporate,Richmond,2014-02-14,16904.0,13400,10.0,82.0,1.16,8.76,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID21.0997,No,,,
Richmond - 2014-02-15,East,Corporate,Richmond,2014-02-15,34183.0,13400,27.0,303.0,1.23,14.05,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.1819,Yes,,1000.0,
Richmond - 2014-02-16,East,Corporate,Richmond,2014-02-16,32607.0,13400,23.0,268.0,1.15,12.36,0.097278295,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.5853,Yes,,,
Richmond - 2014-02-17,East,Corporate,Richmond,2014-02-17,26286.0,13400,14.0,206.0,0.45,10.72,0.097278295,In Store Credit Card Signup Discount; Presidents Day Email Blast ID4.9099,Yes,,,
Richmond - 2014-02-18,East,Corporate,Richmond,2014-02-18,12490.0,13400,9.0,31.0,0.57,10.67,0.097278295,In Store Credit Card Signup Discount; ID35.5646,No,,,
Richmond - 2014-02-19,East,Corporate,Richmond,2014-02-19,17922.0,13400,6.0,41.0,0.24,11.22,0.097278295,In Store Credit Card Signup Discount; ID7.4233,No,,,
Richmond - 2014-02-20,East,Corporate,Richmond,2014-02-20,14285.0,13400,7.0,33.0,0.23,14.01,0.097278295,In Store Credit Card Signup Discount; ID34.6491,No,,,
Richmond - 2014-02-21,East,Corporate,Richmond,2014-02-21,15622.0,13400,12.0,44.0,0.72,13.19,0.097278295,In Store Credit Card Signup Discount; ID1.4791,No,,,
Richmond - 2014-02-22,East,Corporate,Richmond,2014-02-22,18265.0,13400,10.0,79.0,0.97,10.5,0.097278295,In Store Credit Card Signup Discount; ID42.0301,No,,-2750.0,
Richmond - 2014-02-23,East,Corporate,Richmond,2014-02-23,13997.0,13400,7.0,53.0,0.57,8.52,0.095962363,In Store Credit Card Signup Discount; ID16.9832,No,,,
Richmond - 2014-02-24,East,Corporate,Richmond,2014-02-24,13689.0,13400,6.0,28.0,0.26,9.11,0.095962363,In Store Credit Card Signup Discount; ID46.2649,No,,,
Richmond - 2014-02-25,East,Corporate,Richmond,2014-02-25,17019.0,13400,5.0,31.0,0.64,11.82,0.095962363,In Store Credit Card Signup Discount; ID33.3657,No,,,
Richmond - 2014-02-26,East,Corporate,Richmond,2014-02-26,16634.0,13400,5.0,33.0,0.25,11.47,0.095962363,In Store Credit Card Signup Discount; ID2.2497,No,,,
Richmond - 2014-02-27,East,Corporate,Richmond,2014-02-27,12445.0,13400,8.0,30.0,0.2,8.04,0.095962363,In Store Credit Card Signup Discount; ID19.913,No,,,
