"Region","Market","Store","Date","Sales","Store_Size","Num_Employees","Num_Customers","Returns_Pct","Pct_On_Sale","Pct_Promotional","Marketing","TouristEvent","Econ_ChangeGDP","EconJobsChange","AnnualizedCPI"
"Central","Commercial","Columbus","2012-09-25","21824","16200","11","41","0.38","8.03","0.052236858","Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID2.1624","No","","",""
"Central","Commercial","Columbus","2012-09-26","19256","16200","11","46","0.08","11.55","0.052236858","Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID136.3216","No","","",""
"Central","Commercial","Columbus","2012-09-27","17819","16200","15","51","0.6","6.62","0.052236858","Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID216.578","No","","",""
"Central","Commercial","Columbus","2012-09-28","23042","16200","13","71","0.46","9.68","0.052236858","Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID217.1346","No","","",""
"Central","Commercial","Columbus","2012-09-29","24634","16200","15","113","0.56","8.93","0.052236858","Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID260.4503","No","","1000.0",""
"Central","Commercial","Columbus","2012-09-30","23612","16200","13","71","0.98","10.62","0.050737496","Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID177.3285","No","","",""
"Central","Commercial","Columbus","2012-10-01","17234","16200","6","39","0.62","9.57","0.050737496","October In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID9.85","No","0.1","","0.032845874"
"Central","Commercial","Columbus","2012-10-02","18535","16200","8","48","0.25","6.91","0.050737496","In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID4.5868","No","","",""
"Central","Commercial","Columbus","2012-10-03","22354","16200","8","44","0.14","7.0","0.050737496","In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID6.964","No","","",""
"Central","Commercial","Columbus","2012-10-04","24068","16200","11","59","0.2","11.47","0.050737496","In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID22.347","No","","",""
"Central","Commercial","Columbus","2012-10-05","23724","16200","16","72","0.63","9.57","0.050737496","In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID30.6805","No","","",""
"Central","Commercial","Columbus","2012-10-06","60273","16200","49","476","1.03","8.67","0.050737496","In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID46.1922","Yes","","-11250.0",""
"Central","Commercial","Columbus","2012-10-07","40072","16200","47","309","0.18","9.68","0.052610438","In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID52.5675","Yes","","",""
"Central","Commercial","Columbus","2012-10-08","36789","16200","19","192","0.2","11.23","0.052610438","In Store Credit Card Signup Discount; ID52.5961","Yes","","",""
"Central","Commercial","Columbus","2012-10-09","18492","16200","9","39","0.4","8.33","0.052610438","In Store Credit Card Signup Discount; ID8.4204","No","","",""
"Central","Commercial","Columbus","2012-10-10","19730","16200","7","41","0.36","10.72","0.052610438","In Store Credit Card Signup Discount; ID25.1244","No","","",""
"Central","Commercial","Columbus","2012-10-11","21849","16200","12","58","0.15","7.84","0.052610438","In Store Credit Card Signup Discount; ID28.2364","No","","",""
"Central","Commercial","Columbus","2012-10-12","23639","16200","14","91","0.89","10.62","0.052610438","In Store Credit Card Signup Discount; ID60.064","No","","",""
"Central","Commercial","Columbus","2012-10-13","32541","16200","16","123","0.4","10.73","0.052610438","In Store Credit Card Signup Discount; ID51.665","No","","-1500.0",""
"Central","Commercial","Columbus","2012-10-14","26046","16200","18","87","0.73","7.14","0.052383315","In Store Credit Card Signup Discount; ID136.2014","No","","",""
"Central","Commercial","Columbus","2012-10-15","21456","16200","11","44","0.24","11.22","0.052383315","In Store Credit Card Signup Discount; ID3.3837","No","","",""
"Central","Commercial","Columbus","2012-10-16","18853","16200","11","53","0.51","7.35","0.052383315","In Store Credit Card Signup Discount; ID49.9124","No","","",""
"Central","Commercial","Columbus","2012-10-17","22639","16200","8","48","0.73","6.31","0.052383315","In Store Credit Card Signup Discount; ID161.5956","No","","",""
"Central","Commercial","Columbus","2012-10-18","23426","16200","22","56","0.3","12.74","0.052383315","In Store Credit Card Signup Discount; ID58.9709","No","","",""
"Central","Commercial","Columbus","2012-10-19","26259","16200","24","79","0.62","14.6","0.052383315","In Store Credit Card Signup Discount; ID21.0428","No","","",""
"Central","Commercial","Columbus","2012-10-20","28917","16200","18","148","0.76","15.2","0.052383315","In Store Credit Card Signup Discount; ID193.1042","No","","-500.0",""
"Central","Commercial","Columbus","2012-10-21","28384","16200","15","91","0.57","12.82","0.047613858","In Store Credit Card Signup Discount; ID184.46","No","","",""
"Central","Commercial","Columbus","2012-10-22","20775","16200","11","44","0.55","7.07","0.047613858","In Store Credit Card Signup Discount; ID203.9154","No","","",""
"Central","Commercial","Columbus","2012-10-23","21344","16200","10","54","0.48","9.19","0.047613858","In Store Credit Card Signup Discount; ID47.7087","No","","",""
"Central","Commercial","Columbus","2012-10-24","25566","16200","11","61","0.19","7.66","0.047613858","In Store Credit Card Signup Discount; ID76.9084","No","","",""
"Central","Commercial","Columbus","2012-10-25","29372","16200","19","58","0.29","6.5","0.047613858","In Store Credit Card Signup Discount; ID198.409","No","","",""
"Central","Commercial","Columbus","2012-10-26","28963","16200","21","74","0.77","8.06","0.047613858","In Store Credit Card Signup Discount; ID148.6645","No","","",""
"Central","Commercial","Columbus","2012-10-27","26662","16200","16","91","0.24","10.86","0.047613858","In Store Credit Card Signup Discount; ID200.0452","No","","-2750.0",""
"Central","Commercial","Columbus","2012-10-28","26689","16200","19","66","0.3","8.89","0.046630313","In Store Credit Card Signup Discount; ID162.0394","No","","",""
"Central","Commercial","Columbus","2012-10-29","25562","16200","10","41","0.41","10.18","0.046630313","In Store Credit Card Signup Discount; ID39.7967","No","","",""
"Central","Commercial","Columbus","2012-10-30","25876","16200","9","48","0.2","5.86","0.046630313","In Store Credit Card Signup Discount; ID243.0758","No","","",""
"Central","Commercial","Columbus","2012-10-31","26121","16200","9","59","0.2","6.47","0.046630313","In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID6.7592","No","","",""
"Central","Commercial","Columbus","2012-11-01","25962","16200","14","58","0.46","10.71","0.046630313","In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID6.4748","No","","","-0.019967039"
"Central","Commercial","Columbus","2012-11-02","15620","16200","19","89","0.08","5.68","0.046630313","In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID19.3929","No","","",""
"Central","Commercial","Columbus","2012-11-03","31360","16200","14","125","0.53","6.63","0.046630313","In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID19.3752","No","","4500.0",""
"Central","Commercial","Columbus","2012-11-04","27858","16200","13","94","0.96","10.1","0.045138254","In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID39.1014","No","","",""
"Central","Commercial","Columbus","2012-11-05","27088","16200","6","45","0.19","8.93","0.045138254","In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID32.5525","No","","",""
"Central","Commercial","Columbus","2012-11-06","24532","16200","9","45","0.3","9.95","0.045138254","In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID15.9412","No","","",""
"Central","Commercial","Columbus","2012-11-07","27451","16200","12","51","0.49","10.98","0.045138254","In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID24.261","No","","",""
"Central","Commercial","Columbus","2012-11-08","26362","16200","14","59","0.08","6.79","0.045138254","In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID16.6085","No","","",""
"Central","Commercial","Columbus","2012-11-09","28350","16200","19","86","0.56","8.6","0.045138254","In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID27.6835","No","","",""
"Central","Commercial","Columbus","2012-11-10","50009","16200","57","509","0.7","10.58","0.045138254","In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID53.6663","Yes","","14250.0",""
"Central","Commercial","Columbus","2012-11-11","43450","16200","71","389","0.51","8.2","0.04431034","In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID29.5373","Yes","","",""
"Central","Commercial","Columbus","2012-11-12","53107","16200","25","343","0.31","9.47","0.04431034","In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID124.1958","Yes","","",""
"Central","Commercial","Columbus","2012-11-13","25412","16200","11","51","0.77","6.71","0.04431034","In Store Credit Card Signup Discount; Black Friday Blitz ID5.9006","No","","",""
"Central","Commercial","Columbus","2012-11-14","27231","16200","17","55","0.33","8.27","0.04431034","In Store Credit Card Signup Discount; Black Friday Blitz ID31.707","No","","",""
"Central","Commercial","Columbus","2012-11-15","20290","16200","17","66","0.91","11.12","0.04431034","In Store Credit Card Signup Discount; Black Friday Blitz ID19.522","No","","",""
"Central","Commercial","Columbus","2012-11-16","31148","16200","27","97","0.78","15.1","0.04431034","In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID98.3352","No","","",""
"Central","Commercial","Columbus","2012-11-17","47706","16200","26","173","1.11","20.0","0.04431034","In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID65.0255","No","","7750.0",""
"Central","Commercial","Columbus","2012-11-18","33776","16200","21","127","0.67","14.99","0.062555498","In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID27.6364","No","","",""
"Central","Commercial","Columbus","2012-11-19","34244","16200","14","86","0.46","8.87","0.062555498","In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID22.0351","No","","",""
"Central","Commercial","Columbus","2012-11-20","29944","16200","12","89","0.63","14.8","0.062555498","In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID198.0523","No","","",""
"Central","Commercial","Columbus","2012-11-21","34802","16200","14","97","0.46","14.2","0.062555498","In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID111.9691","No","","",""
"Central","Commercial","Columbus","2012-11-22","37123","16200","9","142","0.1","15.22","0.062555498","In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID97.9764","No","","",""
"Central","Commercial","Columbus","2012-11-23","91319","16200","38","652","1.82","15.93","0.062555498","In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID129.1367","No","","",""
"Central","Commercial","Columbus","2012-11-24","43586","16200","20","178","0.89","16.44","0.062555498","In Store Credit Card Signup Discount; Christmas Email Campaign ID102.3516","No","","6250.0",""
"Central","Commercial","Columbus","2012-11-25","36764","16200","21","134","1.52","17.54","0.063571718","In Store Credit Card Signup Discount; Christmas Email Campaign ID86.175","No","","",""
"Central","Commercial","Columbus","2012-11-26","29838","16200","9","53","0.45","14.59","0.063571718","In Store Credit Card Signup Discount; Christmas Email Campaign ID112.6918","No","","",""
"Central","Commercial","Columbus","2012-11-27","30975","16200","12","50","0.44","10.69","0.063571718","In Store Credit Card Signup Discount; Christmas Email Campaign ID41.4879","No","","",""
"Central","Commercial","Columbus","2012-11-28","34153","16200","9","58","0.61","11.27","0.063571718","In Store Credit Card Signup Discount; Christmas Email Campaign ID246.3047","No","","",""
"Central","Commercial","Columbus","2012-11-29","34076","16200","18","58","1.31","10.43","0.063571718","In Store Credit Card Signup Discount; Christmas Email Campaign ID195.9829","No","","",""
"Central","Commercial","Columbus","2012-11-30","37420","16200","24","74","0.89","15.91","0.063571718","In Store Credit Card Signup Discount; Christmas Email Campaign ID42.0512","No","","",""
"Central","Commercial","Columbus","2012-12-01","44035","16200","23","162","0.97","11.03","0.063571718","In Store Credit Card Signup Discount; Christmas Email Campaign ID11.1156","No","","2500.0","-0.001452012"
"Central","Commercial","Columbus","2012-12-02","47032","16200","24","114","1.56","11.42","0.06899898","In Store Credit Card Signup Discount; Christmas Email Campaign ID11.8717","No","","",""
"Central","Commercial","Columbus","2012-12-03","36294","16200","9","56","0.54","14.82","0.06899898","In Store Credit Card Signup Discount; Christmas Email Campaign ID21.5443","No","","",""
"Central","Commercial","Columbus","2012-12-04","37544","16200","8","60","0.39","17.12","0.06899898","In Store Credit Card Signup Discount; Christmas Email Campaign ID13.2491","No","","",""
"Central","Commercial","Columbus","2012-12-05","45324","16200","8","73","0.89","15.87","0.06899898","In Store Credit Card Signup Discount; Christmas Email Campaign ID27.4057","No","","",""
"Central","Commercial","Columbus","2012-12-06","31773","16200","11","76","1.26","14.34","0.06899898","In Store Credit Card Signup Discount; Christmas Email Campaign ID29.9345","No","","",""
"Central","Commercial","Columbus","2012-12-07","42218","16200","19","98","0.9","13.29","0.06899898","In Store Credit Card Signup Discount; Christmas Email Campaign ID60.8058","No","","",""
"Central","Commercial","Columbus","2012-12-08","43053","16200","18","147","0.96","10.59","0.06899898","In Store Credit Card Signup Discount; Christmas Email Campaign ID61.1353","No","","-26000.0",""
"Central","Commercial","Columbus","2012-12-09","38193","16200","18","155","0.9","17.69","0.074430254","In Store Credit Card Signup Discount; Christmas Email Campaign ID15.8107","No","","",""
"Central","Commercial","Columbus","2012-12-10","48544","16200","11","68","0.6","12.75","0.074430254","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID29.6943","No","","",""
"Central","Commercial","Columbus","2012-12-11","40564","16200","12","76","0.79","13.06","0.074430254","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID123.8746","No","","",""
"Central","Commercial","Columbus","2012-12-12","42457","16200","11","88","0.66","13.4","0.074430254","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID42.5686","No","","",""
"Central","Commercial","Columbus","2012-12-13","40925","16200","17","84","0.73","11.24","0.074430254","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID12.4874","No","","",""
"Central","Commercial","Columbus","2012-12-14","38832","16200","23","108","0.88","19.28","0.074430254","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID145.3224","No","","",""
"Central","Commercial","Columbus","2012-12-15","44332","16200","16","217","1.16","18.92","0.074430254","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID91.778","No","","-11750.0",""
"Central","Commercial","Columbus","2012-12-16","41037","16200","12","176","1.71","18.79","0.080407881","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID117.0104","No","","",""
"Central","Commercial","Columbus","2012-12-17","30831","16200","10","126","1.0","18.2","0.080407881","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID186.869","No","","",""
"Central","Commercial","Columbus","2012-12-18","43317","16200","11","122","0.67","14.85","0.080407881","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID210.9551","No","","",""
"Central","Commercial","Columbus","2012-12-19","41482","16200","10","159","1.13","19.62","0.080407881","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID97.9348","No","","",""
"Central","Commercial","Columbus","2012-12-20","45707","16200","19","159","1.39","17.06","0.080407881","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID194.6545","No","","",""
"Central","Commercial","Columbus","2012-12-21","43837","16200","23","192","1.05","18.84","0.080407881","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID228.2486","No","","",""
"Central","Commercial","Columbus","2012-12-22","54655","16200","19","285","1.53","20.72","0.080407881","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID227.6977","No","","-6250.0",""
"Central","Commercial","Columbus","2012-12-23","44882","16200","19","285","1.54","18.04","0.09208429","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID157.1698","No","","",""
"Central","Commercial","Columbus","2012-12-24","37996","16200","11","132","0.55","22.17","0.09208429","In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID124.8182","No","","",""
"Central","Commercial","Columbus","2012-12-25","0","16200","0","0","0.0","0.0","0.0","None ID1.2","No","","",""
"Central","Commercial","Columbus","2012-12-26","46582","16200","16","277","1.93","19.42","0.09208429","In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID49.6762","No","","",""
"Central","Commercial","Columbus","2012-12-27","37275","16200","15","159","1.68","20.2","0.09208429","In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID118.6259","No","","",""
"Central","Commercial","Columbus","2012-12-28","34444","16200","13","163","1.64","12.59","0.09208429","In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID115.05","No","","",""
"Central","Commercial","Columbus","2012-12-29","43028","16200","15","186","1.49","13.1","0.09208429","In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID35.1179","No","","-4000.0",""
"Central","Commercial","Columbus","2012-12-30","41945","16200","14","177","1.79","17.87","0.095230417","In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID195.8645","No","","",""
"Central","Commercial","Columbus","2012-12-31","46131","16200","10","149","1.17","13.94","0.095230417","In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID58.0895","No","","",""
"Central","Commercial","Columbus","2013-01-01","25282","16200","8","86","1.05","18.49","0.095230417","In Store Credit Card Signup Discount; ID0.779","No","2.8","","0.020482073"
"Central","Commercial","Columbus","2013-01-02","33901","16200","7","114","1.26","13.94","0.095230417","In Store Credit Card Signup Discount; ID1.2499","No","","",""
"Central","Commercial","Columbus","2013-01-03","32585","16200","12","83","1.53","20.79","0.095230417","In Store Credit Card Signup Discount; ID1.0137","No","","",""
"Central","Commercial","Columbus","2013-01-04","39839","16200","14","85","1.57","17.61","0.095230417","In Store Credit Card Signup Discount; ID1.6791","No","","",""
"Central","Commercial","Columbus","2013-01-05","36330","16200","18","121","2.19","17.71","0.095230417","In Store Credit Card Signup Discount; ID4.2535","No","","7750.0",""
"Central","Commercial","Columbus","2013-01-06","27592","16200","13","80","1.32","15.77","0.104473082","In Store Credit Card Signup Discount; ID3.8764","No","","",""
"Central","Commercial","Columbus","2013-01-07","28988","16200","8","61","0.83","18.21","0.104473082","In Store Credit Card Signup Discount; ID5.2327","No","","",""
"Central","Commercial","Columbus","2013-01-08","30611","16200","7","47","1.04","13.21","0.104473082","In Store Credit Card Signup Discount; ID0.4614","No","","",""
"Central","Commercial","Columbus","2013-01-09","26714","16200","9","60","1.26","15.48","0.104473082","In Store Credit Card Signup Discount; MLK Event Promotion ID1.1255","No","","",""
"Central","Commercial","Columbus","2013-01-10","22178","16200","13","55","1.45","17.49","0.104473082","In Store Credit Card Signup Discount; MLK Event Promotion ID1.9401","No","","",""
"Central","Commercial","Columbus","2013-01-11","37645","16200","17","70","1.31","16.45","0.104473082","In Store Credit Card Signup Discount; MLK Event Promotion ID8.4598","No","","",""
"Central","Commercial","Columbus","2013-01-12","32885","16200","13","105","1.61","18.03","0.104473082","In Store Credit Card Signup Discount; MLK Event Promotion ID5.7671","No","","-5000.0",""
"Central","Commercial","Columbus","2013-01-13","32951","16200","11","86","2.07","16.1","0.138587384","In Store Credit Card Signup Discount; MLK Event Promotion ID4.1738","No","","",""
"Central","Commercial","Columbus","2013-01-14","25779","16200","9","48","0.89","19.2","0.138587384","In Store Credit Card Signup Discount; MLK Event Promotion ID10.6623","No","","",""
"Central","Commercial","Columbus","2013-01-15","28496","16200","7","53","1.13","16.19","0.138587384","In Store Credit Card Signup Discount; MLK Event Promotion ID4.4499","No","","",""
"Central","Commercial","Columbus","2013-01-16","22073","16200","8","51","0.87","13.07","0.138587384","In Store Credit Card Signup Discount; MLK Event Promotion ID5.2963","No","","",""
"Central","Commercial","Columbus","2013-01-17","33997","16200","10","50","1.02","15.13","0.138587384","In Store Credit Card Signup Discount; MLK Event Promotion ID8.5145","No","","",""
"Central","Commercial","Columbus","2013-01-18","30935","16200","14","70","1.29","11.86","0.138587384","In Store Credit Card Signup Discount; MLK Event Promotion ID13.6405","No","","",""
"Central","Commercial","Columbus","2013-01-19","49490","16200","41","387","1.94","14.72","0.138587384","In Store Credit Card Signup Discount; MLK Event Promotion ID0.6771","Yes","","-5750.0",""
"Central","Commercial","Columbus","2013-01-20","41646","16200","34","304","1.36","17.55","0.145372984","In Store Credit Card Signup Discount; MLK Event Promotion ID16.8055","Yes","","",""
"Central","Commercial","Columbus","2013-01-21","38012","16200","18","223","0.96","12.82","0.145372984","In Store Credit Card Signup Discount; MLK Event Promotion ID13.5171","Yes","","",""
"Central","Commercial","Columbus","2013-01-22","19998","16200","6","38","0.63","16.94","0.145372984","In Store Credit Card Signup Discount; ID19.1945","No","","",""
"Central","Commercial","Columbus","2013-01-23","20372","16200","6","47","1.25","15.38","0.145372984","In Store Credit Card Signup Discount; ID0.0315","No","","",""
"Central","Commercial","Columbus","2013-01-24","23488","16200","14","40","1.26","9.65","0.145372984","In Store Credit Card Signup Discount; ID15.1985","No","","",""
"Central","Commercial","Columbus","2013-01-25","23234","16200","10","42","0.65","10.73","0.145372984","In Store Credit Card Signup Discount; ID15.7261","No","","",""
"Central","Commercial","Columbus","2013-01-26","27552","16200","11","85","1.11","8.73","0.145372984","In Store Credit Card Signup Discount; ID23.2064","No","","1000.0",""
"Central","Commercial","Columbus","2013-01-27","22213","16200","18","70","1.35","14.34","0.141106073","In Store Credit Card Signup Discount; ID10.2603","No","","",""
"Central","Commercial","Columbus","2013-01-28","17431","16200","7","30","0.44","14.83","0.141106073","In Store Credit Card Signup Discount; ID17.9229","No","","",""
"Central","Commercial","Columbus","2013-01-29","21294","16200","8","33","0.62","7.77","0.141106073","In Store Credit Card Signup Discount; ID17.5998","No","","",""
"Central","Commercial","Columbus","2013-01-30","19946","16200","9","40","0.49","9.06","0.141106073","In Store Credit Card Signup Discount; ID8.2561","No","","",""
"Central","Commercial","Columbus","2013-01-31","20919","16200","14","55","1.02","7.58","0.141106073","In Store Credit Card Signup Discount; ID17.3524","No","","",""
"Central","Commercial","Columbus","2013-02-01","18315","16200","13","67","1.03","11.32","0.141106073","In Store Credit Card Signup Discount; ID0.5304","No","","","0.07350199"
"Central","Commercial","Columbus","2013-02-02","19763","16200","13","108","0.89","8.06","0.141106073","In Store Credit Card Signup Discount; ID3.956","No","","-2500.0",""
"Central","Commercial","Columbus","2013-02-03","19125","16200","6","60","0.94","7.07","0.11941362","In Store Credit Card Signup Discount; ID4.8827","No","","",""
"Central","Commercial","Columbus","2013-02-04","18093","16200","8","45","0.42","9.76","0.11941362","In Store Credit Card Signup Discount; Presidents Day Email Blast ID4.3888","No","","",""
"Central","Commercial","Columbus","2013-02-05","21436","16200","7","45","0.65","7.05","0.11941362","In Store Credit Card Signup Discount; Presidents Day Email Blast ID4.2195","No","","",""
"Central","Commercial","Columbus","2013-02-06","19256","16200","6","43","1.03","6.45","0.11941362","In Store Credit Card Signup Discount; Presidents Day Email Blast ID9.669","No","","",""
"Central","Commercial","Columbus","2013-02-07","16941","16200","12","43","0.94","11.99","0.11941362","In Store Credit Card Signup Discount; Presidents Day Email Blast ID8.5578","No","","",""
"Central","Commercial","Columbus","2013-02-08","22069","16200","19","73","0.82","16.63","0.11941362","In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.4764","No","","",""
"Central","Commercial","Columbus","2013-02-09","31789","16200","12","125","1.16","15.91","0.11941362","In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.4304","No","","250.0",""
"Central","Commercial","Columbus","2013-02-10","24421","16200","14","90","1.2","16.58","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID9.4839","No","","",""
"Central","Commercial","Columbus","2013-02-11","20337","16200","11","53","0.4","14.61","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID5.3874","No","","",""
"Central","Commercial","Columbus","2013-02-12","23426","16200","10","57","0.51","11.51","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID10.7491","No","","",""
"Central","Commercial","Columbus","2013-02-13","20883","16200","8","53","0.45","15.36","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.9163","No","","",""
"Central","Commercial","Columbus","2013-02-14","19807","16200","8","72","0.68","10.19","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID24.863","No","","",""
"Central","Commercial","Columbus","2013-02-15","20666","16200","14","75","1.12","10.21","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID19.838","No","","",""
"Central","Commercial","Columbus","2013-02-16","54764","16200","35","455","1.43","11.43","0.062365058","In Store Credit Card Signup Discount; Presidents Day Email Blast ID5.5073","Yes","","5000.0",""
"Central","Commercial","Columbus","2013-02-17","59104","16200","26","345","1.41","11.53","0.064672417","In Store Credit Card Signup Discount; Presidents Day Email Blast ID7.1855","Yes","","",""
"Central","Commercial","Columbus","2013-02-18","37260","16200","17","290","0.69","13.79","0.064672417","In Store Credit Card Signup Discount; Presidents Day Email Blast ID14.1222","Yes","","",""
"Central","Commercial","Columbus","2013-02-19","17574","16200","11","37","0.6","11.4","0.064672417","Feb. In Store Credit Card Signup Discount; ID4.6952","No","","",""
"Central","Commercial","Columbus","2013-02-20","18929","16200","8","45","0.65","12.64","0.064672417","Feb. In Store Credit Card Signup Discount; ID24.7204","No","","",""
"Central","Commercial","Columbus","2013-02-21","17711","16200","10","38","0.2","9.44","0.064672417","Feb. In Store Credit Card Signup Discount; ID24.4139","No","","",""
"Central","Commercial","Columbus","2013-02-22","16981","16200","20","53","0.54","9.91","0.064672417","Feb. In Store Credit Card Signup Discount; ID11.1753","No","","",""
"Central","Commercial","Columbus","2013-02-23","23983","16200","15","92","0.29","10.36","0.064672417","Feb. In Store Credit Card Signup Discount; ID0.1717","No","","-7250.0",""
"Central","Commercial","Columbus","2013-02-24","18270","16200","9","65","0.37","7.56","0.060196641","Feb. In Store Credit Card Signup Discount; ID2.6623","No","","",""
"Central","Commercial","Columbus","2013-02-25","16806","16200","12","40","0.12","7.47","0.060196641","Feb. In Store Credit Card Signup Discount; ID48.0583","No","","",""
"Central","Commercial","Columbus","2013-02-26","18251","16200","6","37","0.16","7.83","0.060196641","Feb. In Store Credit Card Signup Discount; ID9.2267","No","","",""
"Central","Commercial","Columbus","2013-02-27","22913","16200","9","40","0.24","8.2","0.060196641","Feb. In Store Credit Card Signup Discount; ID43.1332","No","","",""
"Central","Commercial","Columbus","2013-02-28","21205","16200","18","45","0.46","10.86","0.060196641","Feb. In Store Credit Card Signup Discount; ID36.1579","No","","",""
"Central","Commercial","Columbus","2013-03-01","25686","16200","13","63","1.15","8.22","0.060196641","In Store Credit Card Signup Discount; ID2.1744","No","","","-0.034766141"
"Central","Commercial","Columbus","2013-03-02","25472","16200","11","97","0.73","7.2","0.060196641","In Store Credit Card Signup Discount; ID2.3823","No","","-5750.0",""
"Central","Commercial","Columbus","2013-03-03","20726","16200","13","63","0.37","8.79","0.066422854","In Store Credit Card Signup Discount; ID7.7571","No","","",""
"Central","Commercial","Columbus","2013-03-04","21069","16200","10","43","0.01","6.33","0.066422854","In Store Credit Card Signup Discount; ID7.647","No","","",""
"Central","Commercial","Columbus","2013-03-05","25504","16200","8","35","0.59","8.91","0.066422854","In Store Credit Card Signup Discount; ID4.1778","No","","",""
"Central","Commercial","Columbus","2013-03-06","30123","16200","7","40","0.58","9.74","0.066422854","In Store Credit Card Signup Discount; March Madness Gear Sale ID7.062","No","","",""
"Central","Commercial","Columbus","2013-03-07","23655","16200","12","43","0.57","8.94","0.066422854","In Store Credit Card Signup Discount; March Madness Gear Sale ID12.1089","No","","",""
